Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Temp_diff,Rot_speed_rad/s,Power,Tool_Torque,Machine failure,UDI
300.6,310.7,1566,38.2,187,2,10.099999999999966,163.9911365173872,6264.461414964191,7143.400000000001,0,6998
300.6,310.7,1388,42.9,190,2,10.099999999999966,145.35102010608776,6235.558762551164,8151.0,0,6999
300.6,310.7,1457,36.7,193,2,10.099999999999966,152.57668320934428,5599.564273782936,7083.1,0,7000
300.6,310.6,1463,45.5,196,2,10.0,153.20500174006224,6970.827579172832,8918.0,0,7001
300.5,310.5,1564,38.2,199,1,10.0,163.78169700714787,6256.460825673049,7601.8,0,7002
300.5,310.6,1411,47.2,201,0,10.100000000000023,147.75957447383993,6974.251915165245,9487.2,0,7003
300.5,310.6,1540,46.7,206,1,10.100000000000023,161.26842288427605,7531.235348695692,9620.2,0,7004
300.5,310.6,1950,20.3,208,1,10.100000000000023,204.20352248333654,4145.331506411732,4222.400000000001,0,7005
300.6,310.7,1339,52.9,0,2,10.099999999999966,140.21975210522442,7417.624886366371,0.0,0,7006
300.6,310.6,1419,39.6,3,0,10.0,148.59733251479722,5884.4543675859695,118.80000000000001,0,7007
300.5,310.6,1499,45.2,8,1,10.100000000000023,156.97491292437,7095.266064181524,361.6,0,7008
300.5,310.6,1368,49.6,10,1,10.100000000000023,143.25662500369455,7105.52860018325,496.0,0,7009
300.5,310.5,1536,36.2,12,1,10.0,160.8495438637974,5822.753487869467,434.40000000000003,0,7010
300.5,310.5,1469,42.9,14,2,10.0,153.8333202707802,6599.449439616471,600.6,0,7011
300.5,310.5,2633,12.2,17,1,10.0,275.72711523006416,3363.8708058067823,207.39999999999998,1,7012
300.4,310.4,1298,61.4,19,1,10.0,135.92624214531838,8345.871267722549,1166.6,0,7013
300.4,310.4,1544,36.3,21,2,10.0,161.6873019047547,5869.249059142595,762.3,0,7014
300.5,310.5,1403,47.7,24,0,10.0,146.92181643288265,7008.170643848503,1144.8000000000002,0,7015
300.5,310.5,1452,42.9,29,1,10.0,152.053084433746,6523.077322207703,1244.1,0,7016
300.6,310.5,1509,43.1,31,1,9.899999999999977,158.0221104755666,6810.752961496921,1336.1000000000001,0,7017
300.7,310.6,1474,37.0,33,2,9.900000000000034,154.3569190463785,5711.206004716004,1221.0,0,7018
300.7,310.7,1377,46.7,36,2,10.0,144.1991027997715,6734.09810074933,1681.2,0,7019
300.8,310.8,1741,27.1,39,1,10.0,182.31709366332765,4940.79323827618,1056.9,0,7020
300.8,310.8,1460,53.8,41,1,10.0,152.89084247470325,8225.527325139034,2205.7999999999997,0,7021
300.7,310.6,1631,32.6,43,0,9.900000000000034,170.79792060016507,5568.012211565381,1401.8,0,7022
300.7,310.5,1561,33.2,48,1,9.800000000000011,163.4675377417889,5427.122253027392,1593.6000000000001,0,7023
300.7,310.6,1572,38.5,50,2,9.900000000000034,164.61945504810515,6337.849019352048,1925.0,0,7024
300.6,310.6,2127,18.7,53,1,10.0,222.73891913951633,4165.217787908955,991.0999999999999,0,7025
300.6,310.6,1448,44.7,55,0,10.0,151.63420541326735,6778.048981973051,2458.5,0,7026
300.6,310.7,1543,39.6,60,1,10.099999999999966,161.58258214963502,6398.670253125547,2376.0,0,7027
300.6,310.6,1508,34.8,62,1,10.0,157.91739072044692,5495.525197071553,2157.6,0,7028
300.6,310.6,1403,50.4,64,2,10.0,146.92181643288265,7404.859548217285,3225.6,0,7029
300.6,310.6,1454,39.7,67,1,10.0,152.2625239439853,6044.822200576216,2659.9,0,7030
300.7,310.8,1772,27.3,69,1,10.100000000000023,185.5634060720371,5065.880985766613,1883.7,0,7031
300.7,310.8,1479,49.1,71,1,10.100000000000023,154.88051782197678,7604.63342505906,3486.1,0,7032
300.7,310.9,1723,31.0,73,1,10.199999999999989,180.43213807117377,5593.396280206387,2263.0,0,7033
300.7,310.8,1469,46.4,75,2,10.100000000000023,153.8333202707802,7137.866060564202,3480.0,0,7034
300.6,310.6,1830,26.2,78,0,10.0,191.63715186897738,5020.893378967207,2043.6,0,7035
300.6,310.6,1497,38.2,83,1,10.0,156.76547341413067,5988.441084419792,3170.6000000000004,0,7036
300.7,310.6,1540,52.7,85,1,9.900000000000034,161.26842288427605,8498.845886001349,4479.5,0,7037
300.6,310.6,1514,39.5,87,1,10.0,158.54570925116488,6262.555515421012,3436.5,0,7038
300.7,310.6,1654,34.2,89,1,9.900000000000034,173.20647496791725,5923.66144390277,3043.8,0,7039
300.6,310.5,1519,37.0,91,0,9.899999999999977,159.0693080267632,5885.5643969902385,3367.0,0,7040
300.7,310.6,1720,30.3,96,1,9.900000000000034,180.1179788058148,5457.574757816188,2908.8,0,7041
300.6,310.5,1470,37.7,98,1,9.899999999999977,153.93804002589985,5803.4641089764245,3694.6000000000004,0,7042
300.6,310.5,1642,29.9,100,1,9.899999999999977,171.94983790648135,5141.300153403792,2990.0,0,7043
300.7,310.6,2006,19.1,102,2,9.900000000000034,210.0678287700375,4012.2955295077163,1948.2,0,7044
300.7,310.6,1505,35.6,105,2,9.900000000000034,157.60323145508795,5610.675039801131,3738.0,0,7045
300.7,310.6,1609,27.6,108,2,9.900000000000034,168.49408598753257,4650.436773255899,2980.8,0,7046
300.7,310.5,1863,22.2,111,2,9.800000000000011,195.09290378792613,4331.0624640919605,2464.2,0,7047
300.6,310.4,1401,42.6,114,1,9.799999999999955,146.71237692264333,6249.947256904606,4856.400000000001,0,7048
300.6,310.4,2007,19.8,116,1,9.799999999999955,210.17254852515714,4161.416460798111,2296.8,0,7049
300.6,310.4,1494,47.3,118,1,9.799999999999955,156.4513141487717,7400.147159236901,5581.4,0,7050
300.6,310.4,1457,47.7,120,1,9.799999999999955,152.57668320934428,7277.9077890857225,5724.0,0,7051
300.6,310.4,1556,37.7,122,1,9.799999999999955,162.9439389661906,6142.9864990253855,4599.400000000001,0,7052
300.6,310.4,1510,42.8,124,0,9.799999999999955,158.12683023068624,6767.828333873371,5307.2,0,7053
300.7,310.5,1567,38.7,129,0,9.800000000000011,164.09585627250686,6350.509637746016,4992.3,0,7054
300.7,310.5,1476,43.1,134,0,9.800000000000011,154.5663585566178,6661.810053790228,5775.400000000001,0,7055
300.8,310.6,1663,30.6,139,1,9.800000000000011,174.1489527639942,5328.957954578223,4253.400000000001,0,7056
300.8,310.5,1409,50.6,141,2,9.699999999999989,147.5501349636006,7466.036829158191,7134.6,0,7057
300.8,310.6,1666,36.2,144,1,9.800000000000011,174.46311202935317,6315.5646554625855,5212.8,0,7058
300.7,310.6,1520,45.9,146,1,9.900000000000034,159.17402778188284,7306.087875188422,6701.4,0,7059
300.6,310.5,1644,33.8,148,1,9.899999999999977,172.15927741672064,5818.9835766851575,5002.4,0,7060
300.6,310.4,1479,35.6,150,0,9.799999999999955,154.88051782197678,5513.746434462374,5340.0,0,7061
300.6,310.4,1446,49.7,155,1,9.799999999999955,151.42476590302803,7525.810865380494,7703.5,0,7062
300.6,310.4,1407,51.1,157,2,9.799999999999955,147.3406954533613,7529.109537666763,8022.7,0,7063
300.7,310.4,1234,51.7,160,1,9.699999999999989,129.22417781766015,6680.88999317303,8272.0,0,7064
300.8,310.5,1696,29.7,162,2,9.699999999999989,177.60470468294295,5274.859729083406,4811.4,0,7065
300.8,310.6,1384,52.9,165,1,9.800000000000011,144.93214108560912,7666.910263428722,8728.5,0,7066
300.8,310.7,1572,36.2,167,2,9.899999999999977,164.61945504810515,5959.224272741407,6045.400000000001,0,7067
300.8,310.7,1386,42.1,170,2,9.899999999999977,145.14158059584844,6110.46054308522,7157.0,0,7068
300.8,310.7,1461,42.8,173,1,9.899999999999977,152.99556222982292,6548.210063436421,7404.4,0,7069
300.8,310.7,1525,39.4,175,1,9.899999999999977,159.69762655748113,6292.086486364757,6895.0,0,7070
300.7,310.7,1333,61.0,177,1,10.0,139.59143357450648,8515.077448044896,10797.0,0,7071
300.7,310.6,1505,40.6,179,0,9.900000000000034,157.60323145508795,6398.691197076571,7267.400000000001,0,7072
300.7,310.6,1439,41.7,184,2,9.900000000000034,150.6917276171904,6283.84504163684,7672.8,0,7073
300.7,310.6,1491,43.2,187,1,9.900000000000034,156.1371548834127,6745.125090963429,8078.400000000001,0,7074
300.7,310.6,1488,39.2,189,2,9.900000000000034,155.82299561805374,6108.261428227707,7408.8,0,7075
300.7,310.5,1536,47.4,192,1,9.800000000000011,160.8495438637974,7624.268379143997,9100.8,0,7076
300.7,310.5,1960,21.0,194,1,9.800000000000011,205.25072003453315,4310.265120725196,4074.0,0,7077
300.7,310.5,1594,31.0,196,2,9.800000000000011,166.92328966073768,5174.6219794828685,6076.0,0,7078
300.7,310.5,1357,52.6,199,1,9.800000000000011,142.1047076973783,7474.707624882099,10467.4,0,7079
300.7,310.5,1445,41.1,201,1,9.800000000000011,151.32004614790836,6219.2538966790335,8261.1,0,7080
300.7,310.4,1543,47.3,203,1,9.699999999999989,161.58258214963502,7642.856135677735,9601.9,0,7081
300.7,310.4,1366,52.6,205,1,9.699999999999989,143.04718549345523,7524.281956955745,10783.0,0,7082
300.7,310.3,1458,40.0,207,1,9.600000000000023,152.68140296446393,6107.256118578557,8280.0,0,7083
300.7,310.4,1416,61.8,209,1,9.699999999999989,148.28317324943822,9163.900106815281,12916.199999999999,1,7084
300.6,310.3,1794,24.4,211,1,9.699999999999989,187.8672406846696,4583.960672705938,5148.4,0,7085
300.6,310.3,1484,41.0,213,1,9.699999999999989,155.4041165975751,6371.568780500579,8733.0,0,7086
300.6,310.4,2514,13.4,215,1,9.799999999999955,263.26546437082465,3527.7572225690506,2881.0,0,7087
300.6,310.3,1648,30.5,217,1,9.699999999999989,172.57815643719928,5263.633771334578,6618.5,1,7088
300.6,310.3,1614,32.7,0,2,9.699999999999989,169.01768476313086,5526.8782917543795,0.0,0,7089
300.6,310.2,1622,34.1,3,1,9.599999999999966,169.85544280408814,5792.070599619406,102.30000000000001,0,7090
300.6,310.2,1478,40.1,5,2,9.599999999999966,154.77579806685713,6206.509502480972,200.5,0,7091
300.6,310.2,1318,51.0,8,1,9.599999999999966,138.02063724771156,7039.05249963329,408.0,0,7092
300.7,310.2,1493,35.9,10,1,9.5,156.34659439365203,5612.842738732107,359.0,0,7093
300.7,310.3,1369,50.7,12,0,9.600000000000023,143.36134475881423,7268.420179271881,608.4000000000001,0,7094
300.6,310.2,1447,45.9,17,1,9.599999999999966,151.52948565814768,6955.203391708978,780.3,0,7095
300.6,310.1,1485,49.9,19,1,9.5,155.50883635269474,7759.890933999467,948.1,0,7096
300.6,310.2,1489,47.8,21,1,9.599999999999966,155.92771537317338,7453.344794837687,1003.8,0,7097
300.6,310.2,1233,52.3,23,2,9.599999999999966,129.1194580625405,6752.947656670868,1202.8999999999999,0,7098
300.7,310.2,1642,32.6,26,1,9.5,171.94983790648135,5605.564715751292,847.6,0,7099
300.7,310.2,1373,44.1,28,2,9.5,143.78022377929287,6340.707868666816,1234.8,0,7100
300.7,310.2,1569,32.8,31,1,9.5,164.30529578274619,5389.213701674074,1016.8,0,7101
300.8,310.2,1850,22.8,33,1,9.399999999999977,193.73154697137056,4417.079270947249,752.4,0,7102
300.8,310.3,1494,42.2,35,2,9.5,156.4513141487717,6602.2454570781665,1477.0,0,7103
300.8,310.3,1777,30.1,38,0,9.5,186.0870048476354,5601.218845913826,1143.8,0,7104
300.9,310.4,1454,43.1,43,1,9.5,152.2625239439853,6562.514781985766,1853.3,0,7105
300.9,310.4,1536,34.2,45,1,9.5,160.8495438637974,5501.054400141872,1539.0000000000002,0,7106
300.8,310.5,1482,39.0,47,1,9.699999999999989,155.19467708733578,6052.5924064060955,1833.0,0,7107
300.9,310.5,1512,41.2,49,0,9.600000000000023,158.33626974092556,6523.454313326133,2018.8000000000002,0,7108
300.8,310.5,1511,35.8,54,2,9.699999999999989,158.2315499858059,5664.689489491851,1933.1999999999998,0,7109
300.9,310.5,1599,40.5,57,1,9.600000000000023,167.44688843633597,6781.598981671606,2308.5,0,7110
300.8,310.4,1518,36.0,59,2,9.599999999999966,158.96458827164352,5722.725177779167,2124.0,0,7111
300.8,310.4,1450,39.4,62,2,9.599999999999966,151.84364492350667,5982.639609986163,2442.7999999999997,0,7112
300.9,310.4,1427,47.0,65,1,9.5,149.4350905557545,7023.4492561204615,3055.0,0,7113
300.9,310.4,1561,32.7,67,1,9.5,163.4675377417889,5345.388484156498,2190.9,0,7114
300.9,310.4,1457,43.8,69,0,9.5,152.57668320934428,6682.858724569279,3022.2,0,7115
301.0,310.6,1460,53.6,74,2,9.600000000000023,152.89084247470325,8194.949156644094,3966.4,0,7116
301.0,310.5,1601,33.2,77,1,9.5,167.6563279465753,5566.1900878263,2556.4,0,7117
300.9,310.5,1570,40.1,79,1,9.600000000000023,164.41001553786583,6592.84162306842,3167.9,0,7118
300.9,310.5,1565,35.9,81,1,9.600000000000023,163.88641676226754,5883.522361765405,2907.9,0,7119
301.0,310.5,1378,44.4,83,1,9.5,144.30382255489116,6407.089721437167,3685.2,0,7120
300.9,310.5,2288,16.1,85,1,9.600000000000023,239.59879971378155,3857.5406753918833,1368.5000000000002,0,7121
300.9,310.4,1375,44.7,87,2,9.5,143.9896632895322,6436.337949042089,3888.9,0,7122
300.9,310.4,1788,27.8,90,1,9.5,187.23892215395165,5205.242035879856,2502.0,0,7123
300.9,310.4,1576,40.4,92,2,9.5,165.0383340685838,6667.548696370785,3716.7999999999997,0,7124
300.8,310.3,1868,24.5,95,2,9.5,195.61650256352445,4792.604312806349,2327.5,0,7125
300.7,310.1,1261,56.6,98,1,9.400000000000034,132.05161120589096,7474.121194253429,5546.8,0,7126
300.6,310.0,1542,33.9,100,2,9.399999999999977,161.47786239451537,5474.099535174071,3390.0,0,7127
300.6,310.0,1438,53.8,103,1,9.399999999999977,150.58700786207075,8101.581022979406,5541.4,0,7128
300.6,310.0,1511,36.9,105,1,9.399999999999977,158.2315499858059,5838.744194476238,3874.5,0,7129
300.6,310.0,1635,31.0,107,1,9.399999999999977,171.2167996206437,5307.720788239955,3317.0,0,7130
300.6,309.9,1428,48.8,109,1,9.299999999999955,149.53981031087415,7297.542743170658,5319.2,0,7131
300.5,309.8,1410,44.4,111,2,9.300000000000011,147.65485471872026,6555.875549511179,4928.4,0,7132
300.5,309.9,1423,47.9,114,1,9.399999999999977,149.01621153527586,7137.8765325397135,5460.599999999999,0,7133
300.5,309.9,1552,41.3,116,2,9.399999999999977,162.52505994571194,6712.284975757902,4790.799999999999,0,7134
300.5,310.0,1406,50.2,119,2,9.5,147.23597569824162,7391.24598005173,5973.8,0,7135
300.5,309.9,1443,48.3,122,1,9.399999999999977,151.11060663766904,7298.642300599414,5892.599999999999,0,7136
300.5,309.9,1343,63.7,124,2,9.399999999999977,140.63863112570306,8958.680802707286,7898.8,0,7137
300.6,310.0,1486,41.2,127,2,9.399999999999977,155.61355610781442,6411.2785116419545,5232.400000000001,0,7138
300.6,310.1,1297,50.0,130,1,9.5,135.8215223901987,6791.076119509936,6500.0,0,7139
300.6,310.1,1495,42.3,132,1,9.5,156.55603390389135,6622.320234134603,5583.599999999999,0,7140
300.5,309.9,1382,46.5,134,1,9.399999999999977,144.7227015753698,6729.605623254695,6231.0,0,7141
300.4,309.8,1356,44.4,136,2,9.400000000000034,141.99998794225866,6304.799464636284,6038.4,0,7142
300.3,309.7,1452,41.5,139,0,9.399999999999977,152.053084433746,6310.203004000458,5768.5,0,7143
300.3,309.7,1582,30.8,144,0,9.399999999999977,165.66665259930176,5102.532900058494,4435.2,0,7144
300.4,309.8,1517,40.3,149,2,9.400000000000034,158.85986851652387,6402.052701215912,6004.7,0,7145
300.5,310.0,1413,44.5,152,1,9.5,147.96901398407925,6584.621122291527,6764.0,0,7146
300.4,309.9,1496,31.8,154,1,9.5,156.66075365901102,4981.81196635655,4897.2,0,7147
300.3,309.8,1466,41.2,156,1,9.5,153.5191610054212,6324.989433423354,6427.200000000001,0,7148
300.3,309.8,1617,40.8,158,2,9.5,169.33184402848985,6908.739236362386,6446.4,0,7149
300.2,309.8,1506,41.8,161,1,9.600000000000023,157.7079512102076,6592.192360586677,6729.799999999999,0,7150
300.2,309.8,1401,49.3,163,1,9.600000000000023,146.71237692264333,7232.920182286316,8035.9,0,7151
300.2,309.9,1906,22.9,165,0,9.699999999999989,199.59585325807151,4570.7450396098375,3778.4999999999995,0,7152
300.2,309.9,1566,36.4,170,1,9.699999999999989,163.9911365173872,5969.277369232894,6188.0,0,7153
300.2,310.0,1493,47.3,172,1,9.800000000000011,156.34659439365203,7395.193914819741,8135.599999999999,0,7154
300.3,310.1,1483,39.9,174,1,9.800000000000011,155.29939684245542,6196.445934013971,6942.599999999999,0,7155
300.2,309.9,1569,31.2,176,2,9.699999999999989,164.30529578274619,5126.325228421681,5491.2,0,7156
300.2,310.0,1664,30.7,179,2,9.800000000000011,174.25367251911385,5349.587746336795,5495.3,0,7157
300.2,310.0,1486,40.1,182,1,9.800000000000011,155.61355610781442,6240.103599923358,7298.2,0,7158
300.2,310.0,1389,53.6,184,1,9.800000000000011,145.4557398612074,7796.427656560717,9862.4,0,7159
300.1,310.0,1511,41.7,186,1,9.899999999999977,158.2315499858059,6598.255634408107,7756.200000000001,0,7160
300.2,310.1,1485,40.5,188,2,9.900000000000034,155.50883635269474,6298.107872284138,7614.0,0,7161
300.2,310.2,1440,42.9,191,1,10.0,150.79644737231007,6469.1675922721015,8193.9,0,7162
300.2,310.2,1378,43.9,193,1,10.0,144.30382255489116,6334.937810159721,8472.699999999999,0,7163
300.1,310.1,1501,39.3,195,2,10.0,157.1843524346093,6177.3450506801455,7663.499999999999,0,7164
300.2,310.1,1474,44.0,198,2,9.900000000000034,154.3569190463785,6791.704438040653,8712.0,0,7165
300.2,310.1,1392,47.9,201,1,9.900000000000034,145.7698991265664,6982.3781681625305,9627.9,0,7166
300.3,310.2,1429,44.7,203,2,9.899999999999977,149.6445300659938,6689.110493949923,9074.1,0,7167
300.3,310.3,1362,60.3,206,1,10.0,142.6283064729766,8600.486880320488,12421.8,1,7168
300.3,310.3,1704,29.5,0,1,10.0,178.44246272390023,5264.052650355057,0.0,0,7169
300.3,310.2,1492,52.3,2,1,9.899999999999977,156.24187463853238,8171.450043595243,104.6,0,7170
300.3,310.2,1442,39.5,4,2,9.899999999999977,151.0058868825494,5964.732531860701,158.0,0,7171
300.2,310.2,1438,51.5,7,2,10.0,150.58700786207075,7755.230904896644,360.5,0,7172
300.1,310.1,1402,46.6,10,2,10.0,146.817096677763,6841.676705183756,466.0,0,7173
300.1,310.1,1684,30.8,13,1,10.0,176.34806762150706,5431.520482742418,400.40000000000003,0,7174
300.2,310.2,1530,48.5,15,1,10.0,160.22122533307945,7770.729428654353,727.5,0,7175
300.1,310.1,1569,43.5,17,1,10.0,164.30529578274619,7147.280366549459,739.5,0,7176
300.1,310.1,1650,31.6,19,1,10.0,172.7875959474386,5460.08803193906,600.4,0,7177
300.2,310.2,1415,49.6,21,1,10.0,148.17845349431857,7349.651293318201,1041.6000000000001,0,7178
300.2,310.2,1600,31.5,23,1,10.0,167.5516081914556,5277.875658030852,724.5,0,7179
300.2,310.1,1523,42.3,25,1,9.900000000000034,159.48818704724184,6746.35031209833,1057.5,0,7180
300.2,310.2,1628,30.3,27,2,10.0,170.4837613348061,5165.657968444625,818.1,0,7181
300.2,310.3,1331,52.1,30,1,10.100000000000023,139.38199406426716,7261.801890748319,1563.0,0,7182
300.3,310.3,2158,16.8,32,1,10.0,225.98523154822578,3796.5518900101933,537.6,0,7183
300.2,310.3,1445,50.9,34,1,10.100000000000023,151.32004614790836,7702.190348928535,1730.6,0,7184
300.2,310.3,1593,36.1,36,2,10.100000000000023,166.818569905618,6022.15037359281,1299.6000000000001,0,7185
300.3,310.4,1672,29.2,39,1,10.099999999999966,175.09143056007113,5112.6697723540765,1138.8,0,7186
300.4,310.5,1644,31.4,41,2,10.100000000000023,172.15927741672064,5405.801310885028,1287.3999999999999,0,7187
300.4,310.5,1402,54.3,44,1,10.100000000000023,146.817096677763,7972.168349602531,2389.2,0,7188
300.4,310.4,1286,56.8,46,1,10.0,134.66960508388246,7649.233568764524,2612.7999999999997,0,7189
300.4,310.4,1486,46.3,48,1,10.0,155.61355610781442,7204.907647791807,2222.3999999999996,0,7190
300.3,310.3,1345,46.3,50,1,10.0,140.84807063594238,6521.2656704441315,2315.0,0,7191
300.3,310.3,1629,34.1,52,1,10.0,170.58848108992575,5817.067205166469,1773.2,0,7192
300.2,310.2,1429,43.8,54,2,10.0,149.6445300659938,6554.430416890527,2365.2,0,7193
300.1,310.1,1306,64.7,57,1,10.0,136.76400018627567,8848.630812052035,3687.9,0,7194
300.1,310.1,1380,52.6,59,1,10.0,144.51326206513048,7601.397584625864,3103.4,0,7195
300.1,310.1,1443,49.3,61,2,10.0,151.11060663766904,7449.7529072370835,3007.2999999999997,0,7196
300.1,310.1,1426,42.7,64,0,10.0,149.33037080063482,6376.406833187108,2732.8,0,7197
300.0,310.0,1486,41.8,69,1,10.0,155.61355610781442,6504.646645306642,2884.2,0,7198
300.0,309.9,1530,34.5,71,2,9.899999999999977,160.22122533307945,5527.632273991241,2449.5,0,7199
300.0,309.9,1507,41.4,74,1,9.899999999999977,157.81267096532727,6533.444577964548,3063.6,0,7200
300.0,309.9,1608,33.4,76,1,9.899999999999977,168.3893662324129,5624.204832162591,2538.4,0,7201
300.0,309.8,1474,40.6,78,1,9.800000000000011,154.3569190463785,6266.890913282967,3166.8,0,7202
300.0,309.7,1326,61.9,80,1,9.699999999999989,138.85839528866885,8595.334668368601,4952.0,0,7203
299.8,309.6,1434,48.0,82,2,9.800000000000011,150.1681288415921,7208.070184396422,3936.0,0,7204
299.8,309.6,1526,41.7,85,1,9.800000000000011,159.8023463126008,6663.757841235454,3544.5000000000005,0,7205
299.8,309.7,1483,39.6,87,1,9.899999999999977,155.29939684245542,6149.856114961235,3445.2000000000003,0,7206
299.8,309.7,1457,51.9,89,1,9.899999999999977,152.57668320934428,7918.729858564968,4619.099999999999,0,7207
299.7,309.6,1540,34.4,91,2,9.900000000000034,161.26842288427605,5547.633747219096,3130.4,0,7208
299.8,309.7,1707,29.1,94,1,9.899999999999977,178.75662198925923,5201.817699887444,2735.4,0,7209
299.8,309.7,1624,34.2,96,1,9.899999999999977,170.06488231432746,5816.21897515,3283.2000000000003,0,7210
299.8,309.6,1331,50.2,98,2,9.800000000000011,139.38199406426716,6996.976102026212,4919.6,0,7211
299.8,309.7,1431,40.3,101,1,9.899999999999977,149.8539695762331,6039.114973922194,4070.2999999999997,0,7212
299.8,309.7,1705,28.5,103,2,9.899999999999977,178.5471824790199,5088.594700652067,2935.5,0,7213
299.8,309.8,1427,45.2,106,2,10.0,149.4350905557545,6754.466093120104,4791.200000000001,0,7214
299.9,309.8,1625,41.2,109,2,9.900000000000034,170.1696020694471,7010.987605261222,4490.8,0,7215
299.9,309.8,1477,47.7,112,1,9.900000000000034,154.67107831173746,7377.810435469877,5342.400000000001,0,7216
300.0,309.9,1651,28.1,114,2,9.899999999999977,172.89231570255828,4858.274071241888,3203.4,0,7217
299.9,309.8,1716,28.2,117,1,9.900000000000034,179.69909978533616,5067.51461394648,3299.4,0,7218
299.9,309.8,1400,48.7,119,0,9.900000000000034,146.60765716752368,7139.792904058404,5795.3,0,7219
299.8,309.7,1556,37.7,124,2,9.899999999999977,162.9439389661906,6142.9864990253855,4674.8,0,7220
299.8,309.7,1429,42.6,127,1,9.899999999999977,149.6445300659938,6374.856980811336,5410.2,0,7221
299.7,309.6,1433,49.6,129,0,9.900000000000034,150.06340908647243,7443.145090689033,6398.400000000001,0,7222
299.8,309.7,1320,61.7,134,2,9.899999999999977,138.23007675795088,8528.79573596557,8267.800000000001,0,7223
299.8,309.6,1374,51.6,137,1,9.800000000000011,143.8849435344125,7424.463086375686,7069.2,0,7224
299.8,309.6,1598,31.0,139,1,9.800000000000011,167.3421686812163,5187.607229117705,4309.0,0,7225
299.8,309.7,1910,21.8,141,2,9.899999999999977,200.01473227855016,4360.321163672394,3073.8,0,7226
299.7,309.6,1399,51.3,144,1,9.900000000000034,146.502937412404,7515.6006892563255,7387.2,0,7227
299.7,309.6,1720,27.1,146,1,9.900000000000034,180.1179788058148,4881.197225637581,3956.6000000000004,0,7228
299.8,309.7,1368,47.4,148,0,9.899999999999977,143.25662500369455,6790.364025175121,7015.2,0,7229
299.8,309.8,1749,33.4,153,1,10.0,183.15485170428494,6117.372046923117,5110.2,0,7230
299.8,309.8,1542,39.4,155,1,10.0,161.47786239451537,6362.227778343905,6107.0,0,7231
299.8,309.9,1553,36.6,157,1,10.099999999999966,162.62977970083162,5952.249937050437,5746.2,0,7232
299.9,309.9,1639,42.1,159,2,10.0,171.63567864112235,7225.862070791251,6693.900000000001,0,7233
299.9,310.0,1447,45.9,162,1,10.100000000000023,151.52948565814768,6955.203391708978,7435.8,0,7234
299.8,310.0,1397,48.1,164,2,10.199999999999989,146.2934979021647,7036.717249094122,7888.400000000001,0,7235
299.8,310.0,1361,53.8,167,1,10.199999999999989,142.52358671785694,7667.768965420703,8984.6,0,7236
299.8,310.0,1460,37.1,169,2,10.199999999999989,152.89084247470325,5672.250255811491,6269.900000000001,0,7237
299.8,310.0,1632,33.7,172,2,10.199999999999989,170.90264035528475,5759.418979973097,5796.400000000001,0,7238
299.8,310.0,1697,36.0,175,1,10.199999999999989,177.70942443806263,6397.539279770254,6300.0,0,7239
299.8,310.1,1553,42.0,177,1,10.300000000000011,162.62977970083162,6830.450747434928,7434.0,0,7240
299.9,310.1,1362,56.3,179,2,10.200000000000045,142.6283064729766,8029.9736544285815,10077.699999999999,0,7241
299.9,310.0,1484,42.1,182,2,10.100000000000023,155.4041165975751,6542.513308757912,7662.2,0,7242
299.9,310.1,1447,51.4,185,0,10.200000000000045,151.52948565814768,7788.615562828791,9509.0,0,7243
300.0,310.2,1393,51.2,190,2,10.199999999999989,145.87461888168605,7468.780486742326,9728.0,0,7244
300.0,310.2,1760,26.9,193,1,10.199999999999989,184.3067690106012,4957.852086385172,5191.7,0,7245
300.0,310.1,1477,34.6,195,1,10.100000000000023,154.67107831173746,5351.619309586116,6747.0,0,7246
299.9,310.1,1681,29.1,197,1,10.200000000000045,176.03390835614806,5122.586733163909,5732.700000000001,0,7247
300.0,310.1,1314,53.5,199,2,10.100000000000023,137.60175822723292,7361.694065156961,10646.5,0,7248
300.0,310.1,1762,28.0,202,1,10.100000000000023,184.5162085208405,5166.453838583534,5656.0,0,7249
299.9,310.0,1402,44.7,204,1,10.100000000000023,146.817096677763,6562.724221496007,9118.800000000001,0,7250
300.1,310.2,1429,42.0,206,2,10.099999999999966,149.6445300659938,6285.070262771739,8652.0,0,7251
300.2,310.3,1448,40.1,209,2,10.100000000000023,151.63420541326735,6080.531637072021,8380.9,0,7252
300.2,310.4,1501,42.9,212,0,10.199999999999989,157.1843524346093,6743.2087194447395,9094.8,0,7253
300.3,310.5,1522,39.1,217,1,10.199999999999989,159.38346729212216,6231.8935711219765,8484.7,0,7254
300.3,310.4,1493,37.5,219,1,10.099999999999966,156.34659439365203,5862.997289761951,8212.5,0,7255
300.2,310.3,1704,29.4,221,2,10.100000000000023,178.44246272390023,5246.208404082667,6497.4,0,7256
300.2,310.3,1408,42.5,0,0,10.100000000000023,147.44541520848094,6266.43014636044,0.0,0,7257
300.2,310.4,1518,41.8,5,1,10.199999999999989,158.96458827164352,6644.7197897546985,209.0,0,7258
300.3,310.4,1742,25.9,7,1,10.099999999999966,182.4218134184473,4724.724967537785,181.29999999999998,0,7259
300.4,310.5,1500,43.0,9,2,10.100000000000023,157.07963267948966,6754.424205218055,387.0,0,7260
300.4,310.5,2424,14.5,12,1,10.100000000000023,253.84068641005527,3680.6899529458015,174.0,0,7261
